"Player Code","Team Code","Last Name","First Name","Uniform Number","Class","Position","Height","Weight","Home Town","Home State","Home Country","Last School"
85478,5,"McPherson","Clarence",56,SO,DL,,,,,,
1000010,5,"Miller","Will",38,FR,DB,,,,,,
1000013,5,"Morefield","Levon",41,FR,LB,,,,,,
1000001,5,"Morris","Phillip",19,FR,RB,,,,,,
56596,5,"Nedd","Jason",37,SR,DB,,,,,,
1000027,5,"O'Conner-Howell","James",88,FR,WR,,,,,,
56597,5,"Pace","Chevin",10,JR,DB,,,,,,
72948,5,"Patterson","Marcus",1,JR,WR,,,,,,
85482,5,"Pendleton","Wallace",91,FR,DL,,,,,,
1000016,5,"Petit-Frere","Tevlin",48,FR,DL,,,,,,
85483,5,"Poindexter","Merce",83,SO,TE,,,,,,
1000024,5,"Rajek","Viktor",82,FR,WR,,,,,,
1000008,5,"Reed","Aaris",34,FR,RB,,,,,,
45332,5,"Reid","Jermaine",99,SR,DL,,,,,,
64499,5,"Robinson","Nate",95,JR,DL,,,,,,
1000026,5,"Sandilands","Rich",87,FR,WR,,,,,,
56600,5,"Schepp","Mike",68,JR,OL,,,,,,
1000022,5,"Sekinger","Jason",79,FR,OL,,,,,,
85488,5,"Siler","Ray",50,JR,LB,,,,,,
1000025,5,"Smith","Matthew",85,FR,WR,,,,,,
1000011,5,"Stec","John",38,FR,P,,,,,,
72953,5,"Stokes","Brion",43,JR,LB,,,,,,
85489,5,"Tate","Davanzo",5,JR,DB,,,,,,
66540,5,"Team","Team",,,,,,,,,
85490,5,"Truax","Craig",65,FR,DL,,,,,,
85491,5,"Tuzze","Joe",32,FR,RB,,,,,,
72956,5,"Walker","Andre",29,JR,RB,,,,,,
1000020,5,"Ward","Mike",71,FR,OL,,,,,,
72964,5,"Williams","Brandon",17,SO,WR,,,,,,
72954,5,"Williams","Doug",54,SO,LB,,,,,,
45320,5,"Wills","Andy",63,SR,OL,,,,,,
1000021,5,"Woods","Corey",75,FR,OL,,,,,,
45375,8,"Adams","J.P.",67,SR,DL,,,,,,
1000070,8,"Alexander","Earl",82,FR,WR,,,,,,
1000042,8,"Anders","Eryk",32,FR,LB,,,,,,
1000038,8,"Arenas","Javier",28,FR,DB,,,,,,
63,8,"Barger","Danny",85,SR,WR,,,,,,
1000030,8,"Barnes","Jimmy",15,FR,QB,,,,,,
73054,8,"Britt","Justin",50,JR,OL,,,,,,
73057,8,"Brown","Keith",81,JR,WR,,,,,,
1000049,8,"Burnthall","Sam",43,FR,DB,,,,,,
73059,8,"Caddell","Matt",11,JR,WR,,,,,,
73060,8,"Caldwell","Antoine",59,SO,OL,,,,,,
73061,8,"Capps","Chris",72,JR,OL,,,,,,
1000062,8,"Cardwell","Evan",70,FR,OL,,,,,,
73063,8,"Carter","Marcus",20,JR,DB,,,,,,
73064,8,"Castille","Simeon",2,JR,DB,,,,,,
76551,8,"Castille","Tim",19,SR,FB,,,,,,
76550,8,"Christensen","Jamie",86,JR,K,,,,,,
45387,8,"Clark","Jeremy",99,SR,DL,,,,,,
84905,8,"Coffee","Glen",38,SO,RB,,,,,,
1000034,8,"Coger","Tremayne",23,FR,DB,,,,,,
73067,8,"Collins","Matt",56,JR,LB,,,,,,
45346,8,"Darby","Kenneth",34,SR,RB,,,,,,
1000048,8,"Davis","Andy",41,FR,DB,,,,,,
73069,8,"Davis","Cody",75,SO,OL,,,,,,
1000067,8,"Davis","Drew",79,FR,OL,,,,,,
84912,8,"Davis","Marlon",76,SO,OL,,,,,,
1000078,8,"Deadrick","Brandon",95,FR,DL,,,,,,
1000044,8,"Dean","Trent",37,SO,DB,,,,,,
1000057,8,"Deaton","Scott",60,FR,OL,,,,,,
87259,8,"Denniston","Will",91,JR,FB,,,,,,
1000072,8,"Dial","Preston",85,FR,TE,,,,,,
73072,8,"Dukes","Jeffrey",3,SR,DB,,,,,,
73073,8,"Earnest","Barrett",9B,,,,,,,,
1000080,8,"Fanney","Brandon",98,FR,DL,,,,,,
1000029,8,"Fitzgerald","P.J.",11,FR,P,,,,,,
1000031,8,"Friedman","Andrew",15,FR,K,,,,,,
1000055,8,"Garner","Morgan",57,SO,OL,,,,,,
73076,8,"Gilberry","Wallace",92,JR,DL,,,,,,
1000074,8,"Grant","Terry",9,FR,RB,,,,,,
73078,8,"Gray","Eric",36,JR,DB,,,,,,
1000077,8,"Gray","Stabler",92,SO,TE,,,,,,
84910,8,"Greenwood","Bobby",93,SO,DL,,,,,,
73080,8,"Guillon","Marc",18,SR,QB,,,,,,
73081,8,"Hall","DJ",22,JR,WR,,,,,,
1000033,8,"Hall","Prince",21,FR,LB,,,,,,
1000040,8,"Hanrahan","Patrick",30,FR,FB,,,,,,
45382,8,"Harris","Chris",91,SR,DL,,,,,,
1000073,8,"Harvey","Cole",87,FR,TE,,,,,,
1000050,8,"Higgenbotham","Charlie",45,FR,LB,,,,,,
1000039,8,"Hill","Adam",29,FR,P,,,,,,
84909,8,"Hoke","Charles",89,SO,TE,,,,,,
1000047,8,"Huber","Baron",40,FR,FB,,,,,,
61,8,"Johns","Jimmy",10,SO,RB,,,,,,
73085,8,"Johnson","Justin",63,JR,DT,,,,,,
1000035,8,"Johnson","Marquis",24,FR,DB,,,,,,
1000066,8,"Johnson","Mike",78,FR,OL,,,,,,
64,8,"Johnson","Rashad",49,SO,DB,,,,,,
1000071,8,"Jones","Jake",84,FR,WR,,,,,,
73084,8,"Jones","Terrence",55,SR,LB,,,,,,
73086,8,"Kilpatrick","Bryan",30,SR,DB,,,,,,
1000043,8,"Kirschman","Charlie",35,FR,LB,,,,,,
73087,8,"Knight","Ezekial",47,JR,DL,,,,,,
73089,8,"Lee","Dominic",96,SR,DL,,,,,,
84908,8,"McCall","Travis",83,SO,TE,,,,,,
73091,8,"McClain","Le'Ron",33,SR,FB,,,,,,
1000069,8,"McCoy","Mike",80,FR,WR,,,,,,
73092,8,"McDaniel","Aaron",25,SO,WR,,,,,,
1000032,8,"McElroy","Greg",17,FR,QB,,,,,,
86883,8,"Mitchell","Lionel",16,SO,DB,,,,,,
73094,8,"Moon","Justin",73,JR,OL,,,,,,
1000059,8,"Motley","Brian",66,FR,OL,,,,,,
1000056,8,"Mustin","Darren",57,JR,LB,,,,,,
73097,8,"Oakley","Will",7,SO,WR,,,,,,
1000061,8,"Pharr","Taylor",68,FR,OL,,,,,,
73098,8,"Prothro","Tyrone",4,SR,WR,,,,,,
73100,8,"Rayford","Forress",31,SR,DB,,,,,,
84901,8,"Reamer","Cory",13,SO,DB,,,,,,
73102,8,"Robinson","Ramzee",1,SR,DB,,,,,,
1000068,8,"Rogers","Chris",8,FR,DB,,,,,,
1000064,8,"Ross","David",74,FR,OL,,,,,,
1000046,8,"Salaam","Darwin",39,SO,WR,,,,,,
73104,8,"Saunders","Keith",94,JR,DL,,,,,,
1000052,8,"Schreiber","Zach",46,FR,LB,,,,,,
1000060,8,"Selman","Brian",66,FR,SN,,,,,,
1000036,8,"Sharrief","Ali",26,FR,RB,,,,,,
1000053,8,"Sikes","Travis",48,FR,LB,,,,,,
84906,8,"Simpson","Juwan",42,SR,LB,,,,,,
1000063,8,"Smith","Andre",71,FR,OL,,,,,,
87260,8,"Spaulding","Luke",51,SR,SN,,,,,,
73106,8,"Stabler","B.J.",61,SO,OL,,,,,,
1000058,8,"Stadler","Alex",62,FR,OL,,,,,,
73107,8,"Stamps","Marcel",6,JR,LB,,,,,,
1000075,8,"Stover","Nikita",9,SO,WR,,,,,,
1000076,8,"Talbert","Milton",90,FR,DL,,,,,,
45379,8,"Tatum","Kyle",58,SR,OL,,,,,,
66543,8,"Team","Team",,,,,,,,,
1000045,8,"Thomas","Heath",37,FR,P,,,,,,
1000041,8,"Tiffin","Leigh",31,FR,K,,,,,,
1000054,8,"Upchurch","Roy",5,FR,RB,,,,,,
73118,8,"Vandervoort","Kenneth",53,JR,LB,,,,,,
73112,8,"Waldrop","Demarcus",44,JR,LB,,,,,,
73113,8,"Walker","Nick",88,SO,TE,,,,,,
1000065,8,"Walton","Byron",77,FR,DL,,,,,,
1000079,8,"Washington","Lorenzo",97,FR,DL,,,,,,
1000051,8,"Willis","Reyn",45,FR,TE,,,,,,
84902,8,"Wilson","John Parker",14,SO,QB,,,,,,
1000037,8,"Woodall","Justin",27,FR,DB,,,,,,
73140,9,"Alexander","Brandon",37,SO,RB,,,,,,
1000098,9,"Anderson","Jeffrey",86,FR,TE,,,,,,
81924,9,"Arnold","Joseph",56,JR,OL,,,,,,
81931,9,"Barrett","Chris",66,JR,SN,,,,,,
81943,9,"Bigham","Gershom",25,FR,DB,,,,,,
60913,9,"Bissinger","Kyle",7,JR,DE,,,,,,
81897,9,"Bobo","Adam",12,SO,WR,,,,,,
1000086,9,"Britten","Zach",31,JR,DB,,,,,,
81891,9,"Brown","Steven",8,SO,WR,,,,,,
45394,9,"Burks","Dan",34,SR,RB,,,,,,
81911,9,"Carlisle","Brandon",4,FR,DB,,,,,,
73144,9,"Carter","Richard",95,SO,DE,,,,,,
64976,9,"Chaney","Trey",20,SR,RB,,,,,,
1000096,9,"Cofer","Justin",82,FR,TE,,,,,,
73119,9,"Condry","Gerod",26,JR,LB,,,,,,
64977,9,"Coon","Nick",29,SR,WR,,,,,,
1000094,9,"Creel","Logan",72,FR,OL,,,,,,
1000090,9,"Davis","Anthony",48,FR,DB,,,,,,
81892,9,"Davis","Demarcus",36,,,,,,,,
81935,9,"DeVault","Barrett",77,JR,OL,,,,,,
64978,9,"Dismuke","JaMarius",79,JR,OL,,,,,,
60916,9,"Drinkard","Norris",1,SR,WR,,,,,,
81896,9,"Dunbar","Will",18,JR,DB,,,,,,
73121,9,"Edwards","Willie",14,JR,WR,,,,,,
73122,9,"Elliott","Marculus",28,SR,RB,,,,,,
64979,9,"Erwin","Jordan",81,SR,TE,,,,,,
1000087,9,"Evans","Chris",33,FR,RB,,,,,,
64980,9,"Evans","Will",13,SR,DB,,,,,,
81904,9,"Felder","Chris",23,SR,DB,,,,,,
1000089,9,"Forrest","Frantrell",42,FR,DB,,,,,,
64981,9,"Fuqua","Durrell",32,JR,DB,,,,,,
81934,9,"Gilbert","Jared",71,FR,DL,,,,,,
73142,9,"Guyton","Kris",57,SO,LB,,,,,,
81928,9,"Hamby","Jeff",62,SO,SN,,,,,,
73124,9,"Hamlin","Jason",88,SR,DT,,,,,,
81912,9,"Hannah","John",38,,,,,,,,
81927,9,"Happe","Joe",90,FR,DL,,,,,,
1000083,9,"Harkness","Seth",17,FR,QB,,,,,,
73125,9,"Harris","Quinton",69,SR,OL,,,,,,
1000101,9,"Haynes","Caleb",97,FR,DL,,,,,,
73126,9,"Haynes-Dalton","Tony",96,SR,DL,,,,,,
73145,9,"Henderson","Joe",51,SO,LB,,,,,,
81920,9,"Hines","David",49,JR,LB,,,,,,
1000092,9,"Hollifield","Adam",68,FR,OL,,,,,,
81923,9,"Howanitz","Todd",76,FR,DL,,,,,,
81889,9,"Hunt","Sam",3,JR,QB,,,,,,
81948,9,"Jeffries","Brandon",92,SR,DT,,,,,,
81899,9,"Johnson","Carl",19,JR,DB,,,,,,
73127,9,"Johnson","Cortlin",89,SR,DL,,,,,,
1000081,9,"Jones","Corey",16,FR,DB,,,,,,
1000084,9,"Jones","Mike",22,FR,WR,,,,,,
73129,9,"Keys","Tommie",64,SR,OL,,,,,,
81919,9,"King","Orlandus",11,SR,LB,,,,,,
81942,9,"Lankford","Zach",84,FR,TE,,,,,,
81937,9,"Leon","Alan",73,SR,OL,,,,,,
1000100,9,"Lykes","Stanley",9,JR,LB,,,,,,
81925,9,"Madden","Brandon",58,FR,DL,,,,,,
73131,9,"Mark","Marcus",55,SR,LB,,,,,,
64982,9,"McElveen","Jermaine",98,SR,DE,,,,,,
1000088,9,"McRae","Michael",36,FR,DB,,,,,,
73132,9,"McSwain","Larry",44,SR,DE,,,,,,
81893,9,"Mencer","Sylvester",15,SO,WR,,,,,,
64983,9,"Miller","David",46,SR,DE,,,,,,
45428,9,"Mullins","Parker",86,SR,P,,,,,,
81914,9,"Ownbey","Taylor",40,SR,FB,,,,,,
1000095,9,"Quarles","Kelvin",75,FR,DL,,,,,,
60925,9,"Register","Brandon",2,SR,DB,,,,,,
73134,9,"Respress","Clarence",54,SR,DT,,,,,,
60926,9,"Rogers","Cornelius",70,SR,OL,,,,,,
81902,9,"Sanders","Kevin",21,SO,DB,,,,,,
81922,9,"Seitz","Jake",53,FR,OL,,,,,,
81913,9,"Shepherd","Tony",39,JR,RB,,,,,,
64984,9,"Sigler","David",35,JR,FB,,,,,,
1000085,9,"Slaughter","Rashad",24,FR,WR,,,,,,
81909,9,"Slaughter","T.J.",27,SO,RB,,,,,,
1000097,9,"Smith","Courtney",83,FR,WR,,,,,,
73135,9,"Smith","Mastaki",41,SR,LB,,,,,,
1000082,9,"Speight","Anthony",16,FR,QB,,,,,,
86796,9,"Speights","Jerrickus",99,JR,DE,,,,,,
73143,9,"Stanley","LaDarrius",85,SR,TE,,,,,,
81916,9,"Steed","B.J.",45,FR,LB,,,,,,
81938,9,"Swoopes","Patrick",74,FR,OL,,,,,,
81915,9,"Taylor","Matt",43,JR,DB,,,,,,
66544,9,"Team","Team",,,,,,,,,
1007879,9,"Terwilliger","M",50,,,,,,,,
81906,9,"Thackston","Blake",80,JR,WR,,,,,,
81929,9,"Thompson","Willie",63,FR,OL,,,,,,
73137,9,"Truitt","Adam",61,JR,OL,,,,,,
1000099,9,"Turner","Bryant",87,FR,DL,,,,,,
81930,9,"Turner","Daniel",65,JR,C,,,,,,
81895,9,"Wade","Rowdy",47,FR,DB,,,,,,
1000091,9,"Waller","Joseph",67,FR,OL,,,,,,
81950,9,"Waters","Swayze",94,SO,PK,,,,,,
81894,9,"Webb","Joseph",5,FR,QB,,,,,,
64985,9,"White","Corey",30,SR,RB,,,,,,
1000093,9,"Whitehurst","Kevin",68,FR,DL,,,,,,
73138,9,"Williams","Carnell",6,JR,DB,,,,,,
60929,9,"Williams","Chris",10,SR,QB,,,,,,
73139,9,"Williams","Jeffery",52,JR,LB,,,,,,
73141,9,"Wilson","Julius",78,SR,OL,,,,,,
61824,28,"Ainsworth","Jesse",20,SR,PK,,,,,,
1000125,28,"Altieri","Thomas",56,FR,OL,,,,,,
1000111,28,"Baloney","Chris",23,JR,CB,,,,,,
69348,28,"Bandura","Beau",61,JR,OL,,,,,,
61825,28,"Barrett","Josh",19,JR,S,,,,,,
1000120,28,"Bereuter","Jeff",46,FR,LB,,,,,,
69351,28,"Berg","Stephen",66,SR,OL,,,,,,
1000107,28,"Boon","Brett",18,FR,QB,,,,,,
69281,28,"Burgess","Rudy",3,JR,WR,,,,,,
69331,28,"Burke","Jason",43,SR,SN,,,,,,
61830,28,"Caldwell","Kyle",50,SR,DE,,,,,,
69340,28,"Carnahan","Andrew",52,SR,OL,,,,,,
69289,28,"Carpenter","Rudy",12,SO,QB,,,,,,
84478,28,"Catanese","Zach",5,SR,S,,,,,,
1000134,28,"Conrad","Brady",83,JR,TE,,,,,,
69305,28,"Cox","Rodney",22,SO,S,,,,,,
1000128,28,"Crunkleton","Grant",6,FR,CB,,,,,,
1000130,28,"Daffe","Djadji",64,JR,OL,,,,,,
1000126,28,"Davis","Dexter",58,FR,DE,,,,,,
86856,28,"DeWitty","Shaun",36,SO,TB,,,,,,
69378,28,"Evans","Wes",55,SO,DL,,,,,,
1000136,28,"Evbuomwan","Lance",89,FR,TE,,,,,,
1000138,28,"Fa'agai","Alex",94,JR,DE,,,,,,
1000132,28,"Falahola","Saia",71,FR,OL,,,,,,
41,28,"Fanaika","Paul",63,SO,OL,,,,,,
69327,28,"Fobbs-Valentino","Angelo",15,SO,S,,,,,,
1000110,28,"Glass","Rodney",21,FR,TB,,,,,,
1000118,28,"Goethel","Travis",44,FR,LB,,,,,,
69300,28,"Gray","Jeff",10,JR,WR,,,,,,
69302,28,"Green","Chad",21,JR,CB,,,,,,
69356,28,"Gustavis","Robert",73,JR,OL,,,,,,
77198,28,"Guthrie","Dane",80,SO,HB,,,,,,
1000127,28,"Hargis","Jon",59,FR,DL,,,,,,
84481,28,"Herring","Keegan",24,SO,TB,,,,,,
61837,28,"Hill","Jordan",1,SR,DT,,,,,,
50153,28,"Howard","Loren",66,SR,DE,,,,,,
1000114,28,"Howe","Andy",34,SR,LB,,,,,,
69313,28,"James","Robert",29,JR,LB,,,,,,
1000115,28,"Johnson","Jonathan",35,JR,P,,,,,,
69319,28,"Jones","Littrele",9,JR,CB,,,,,,
69279,28,"Jones","Michael",1,SO,WR,,,,,,
76477,28,"Jones","Preston",4,JR,TB,,,,,,
86857,28,"Jones","Shannon",98,SR,DL,,,,,,
1000122,28,"Judah","Garrett",49,JR,LB,,,,,,
69303,28,"Kimbrough","Nate",16,SO,WR,,,,,,
69323,28,"King","Alex",28,SR,WR,,,,,,
84483,28,"Kofe","Will",91,SR,DE,,,,,,
69360,28,"Krula","Zach",78,SR,OL,,,,,,
1000131,28,"Lauvao","Shawn",67,FR,OL,,,,,,
43877,28,"Lewis","Jamaal",82,SR,WR,,,,,,
86966,28,"Lindsey","Chad",48,SO,LB,,,,,,
84482,28,"Manutai","Beau",51,SR,LB,,,,,,
70086,28,"Marquardt","Michael",77,JR,DL,,,,,,
69310,28,"Marshall","Uriah",30,SO,S,,,,,,
1000109,28,"McFoy","Ryan",2,FR,S,,,,,,
1000102,28,"McGaha","Chris",13,FR,WR,,,,,,
69375,28,"Merriweather","Tashaka",93,JR,DT,,,,,,
69369,28,"Miller","Brent",87,JR,TE,,,,,,
69368,28,"Miller","Zach",86,JR,TE,,,,,,
69367,28,"Mills","Kellen",85,JR,DE,,,,,,
1000139,28,"Montt","Leo",95,FR,DE,,,,,,
77390,28,"Morant","Tranell",57,JR,DE,,,,,,
1000121,28,"Munns","Gerald",47,FR,LB,,,,,,
1000123,28,"Nance","Dimitri",5,FR,TB,,,,,,
69297,28,"Nenaber","Brett",39,JR,LB,,,,,,
1000140,28,"Niusulu","Zach",96,FR,DT,,,,,,
1000112,28,"Nixon","Mike",25,FR,LB,,,,,,
1000104,28,"Nolan","Troy",14,JR,S,,,,,,
69361,28,"Orieukwu","Julius",79,JR,OL,,,,,,
1000116,28,"Osborne","Troy",38,JR,DB,,,,,,
69374,28,"Palmer","Brett",92,JR,DT,,,,,,
76478,28,"Payton","Jeremy",7,SO,S,,,,,,
1000124,28,"Perkins","Jason",53,SO,SN,,,,,,
69370,28,"Pettes","Andrew",88,SO,TE,,,,,,
69358,28,"Pollak","Mike",76,JR,OL,,,,,,
1000103,28,"Price","Chris",13,SR,CB,,,,,,
43895,28,"Richardson","Terry",17,SR,WR,,,,,,
1000119,28,"Robinson","Jamarr",45,FR,LB,,,,,,
69349,28,"Rodd","Brandon",62,JR,OL,,,,,,
69329,28,"Saulsberry","Antone",41,SO,LB,,,,,,
1000105,28,"Schroeder","Tyler",14,FR,WR,,,,,,
1000137,28,"Smith","Brandon",9,FR,WR,,,,,,
69372,28,"Smith","David",90,SO,DL,,,,,,
1000113,28,"Smith","Travis",32,FR,CB,,,,,,
1000106,28,"Sullivan","Danny",15,FR,QB,,,,,,
69353,28,"Talavou","Leo",70,SO,OL,,,,,,
66555,28,"Team","Team",,,,,,,,,
1000141,28,"Tevaseu","Martin",99,SO,DT,,,,,,
69363,28,"Thompson","Tyrice",81,JR,WR,,,,,,
1000108,28,"Torain","Ryan",19,JR,TB,,,,,,
1000117,28,"Tryon","Justin",4,JR,CB,,,,,,
1000133,28,"Tuitu'u","Richard",75,FR,OL,,,,,,
84479,28,"Walter-White","Keno",8,SR,CB,,,,,,
84480,28,"Ware","Derron",18,SR,LB,,,,,,
1000135,28,"Williams","Jovon",84,FR,TE,,,,,,
1000129,28,"Williams","Kyle",6,FR,WR,,,,,,
45550,29,"Akinniyi","Akin",38,SR,LB,,,,,,
72724,29,"Alford","James",41,SO,LB,,,,,,
1000176,29,"Allen","Brad",73,FR,OL,,,,,,
1000147,29,"Amituanai","Conan",16,FR,DT,,,,,,
63182,29,"Anderson","Aaron",29,JR,TE,,,,,,
1000177,29,"Anderson","Cody",80,FR,TE,,,,,,
58380,29,"Austin","Adam",14,SR,QB,,,,,,
81694,29,"Barnett","Yaniv",96,JR,DT,,,,,,
1000173,29,"Baxter","Colin",64,FR,OL,,,,,,
45561,29,"Bell","Tanner",72,SR,OT,,,,,,
72725,29,"Bell","Travis",86,SO,TE,,,,,,
87187,29,"Bertrand","Dave",62,SO,DL,,,,,,
1000181,29,"Best","Shawn",93,JR,OL,,,,,,
1000159,29,"Bolasky","Glyndon",35,FR,RB,,,,,,
72726,29,"Bondzio","Jason",13,SO,PK,,,,,,
81712,29,"Borg","Daniel",68,FR,OL,,,,,,
81715,29,"Britton","Eben",77,FR,OL,,,,,,
1000169,29,"Burr","Roy",58,JR,LB,,,,,,
72727,29,"Cason","Antoine",5,JR,CB,,,,,,
1000161,29,"Cotton","Travis",38,JR,RB,,,,,,
1000164,29,"Crier","Keenyn",47,FR,P,,,,,,
1000149,29,"Dean","Delashaun",18,FR,WR,,,,,,
1000152,29,"Demery","Garen",26,FR,RB,,,,,,
72728,29,"Dennard","B.J.",4,JR,WR,,,,,,
58385,29,"Dotson","Lionel",54,JR,DT,,,,,,
1000183,29,"Elkins","Chris",95,FR,DE,,,,,,
1000175,29,"Elmore","Cory",70,FR,OL,,,,,,
1000184,29,"Elmore","Ricky",98,FR,DE,,,,,,
45556,29,"Folk","Nick",12,SR,PK,,,,,,
58387,29,"Fontenot","Wilrey",3,JR,CB,,,,,,
1000157,29,"Foster","Trevor",29,FR,DB,,,,,,
58390,29,"Graniello","Peter",76,JR,OT,,,,,,
81717,29,"Grant","Adam",78,FR,OT,,,,,,
1000165,29,"Graybill","Cole",48,FR,LB,,,,,,
81698,29,"Hall","Corey",21,FR,DB,,,,,,
81714,29,"Hawes","Adam",74,SR,OL,,,,,,
1000167,29,"Hayes","Jovon",57,FR,OL,,,,,,
58391,29,"Heavner","Kris",13,SR,QB,,,,,,
58392,29,"Henry","Chris",19,JR,RB,,,,,,
58393,29,"Hollingsworth","Marcus",24,SR,S,,,,,,
1000142,29,"Holmes","Louis",1,JR,DE,,,,,,
81707,29,"Horton Jr.","Donald",46,FR,DE,,,,,,
1000162,29,"House","Tim",41,FR,RB,,,,,,
1000155,29,"Jennings","Chris",28,JR,RB,,,,,,
58394,29,"Johnson","Anthony",9,JR,WR,,,,,,
81699,29,"Johnson","Michael",23,SR,FS,,,,,,
81702,29,"Jones","Robert",31,SR,FB,,,,,,
81697,29,"Kelley","Xavier",15,FR,LB,,,,,,
81709,29,"Kerley","Blake",50,FR,C,,,,,,
58395,29,"Kilpatrick","Ryan",81,JR,TE,,,,,,
72731,29,"Klyce","Michael",31,SO,SS,,,,,,
58397,29,"Krogstad","Dane",39,JR,LB,,,,,,
81710,29,"Larsen","Spencer",51,JR,LB,,,,,,
58398,29,"Levitre","Erick",71,SR,OL,,,,,,
72733,29,"Longacre","Joe",75,SO,OT,,,,,,
81705,29,"Longbons","Terry",43,FR,RB,,,,,,
72734,29,"Lopez","Brandon",45,SO,FB,,,,,,
1000144,29,"Lyon","Tyler",12,FR,QB,,,,,,
81711,29,"Markovich","John",64,JR,DT,,,,,,
81716,29,"McCall","Brandyn",87,JR,TE,,,,,,
81700,29,"McCovy","Adrian",25,SO,LB,,,,,,
72739,29,"McCoy","Bobby",89,JR,WR,,,,,,
72742,29,"McHone","Garon",65,SR,LS,,,,,,
45571,29,"McKinney","John",40,SR,LB,,,,,,
59679,29,"McQuown","Kyle",27,JR,P,,,,,,
1000182,29,"Mikaele","Lolomana",94,FR,DT,,,,,,
1000166,29,"Mitchell","Earl",49,FR,FB,,,,,,
1000148,29,"Mosley","Jared",16,SO,DB,,,,,,
1000151,29,"Nelson","Cameron",20,FR,DB,,,,,,
1000158,29,"Ness","Nate",32,JR,FS,,,,,,
1000145,29,"Ortiz","Joe",12,SO,CB,,,,,,
72743,29,"Palmer","Ronnie",33,SO,LB,,,,,,
58403,29,"Parker","Jason",53,JR,DE,,,,,,
72744,29,"Patrick","Dominic",8,JR,FS,,,,,,
